name,avatar,bio,twitter,url,title,abstract,description,notes,audience_level,state,tags,category,lang,track,day,start,end,sponsored
Pablo Vargas Ibarra,https://secure.gravatar.com/avatar/615c62ee6c074909aff4c804f363d333?s=500,"Passionate about the application of statistics, optimization and machine learning to business decision-making. Currently, working at Kernel Analytics, a consultancy specialized in advanced analytics.

I like investing a great amount of my free time studying and trying new things about Data Science such as online courses and Kaggle competitions.",,https://www.linkedin.com/in/pablo-var/,Traducción de textos automatizada aplicando Deep Learning con Python y Keras,"Los traductores automáticos como Google Translate están mejorando notablemente gracias al Deep Learning. En la charla explicaremos arquitecturas de redes neuronales recurrentes (RNN) con memoria y atención, aplicadas a la traducción automática de texto con Python y Keras (Neural Machine Translation)","El Deep Learning es una de las tecnologías más disruptivas actualmente en Inteligencia Artificial. Esta tecnología se basa en arquitecturas profundas de redes neuronales. En función del tipo de problema, existen distintas arquitecturas como redes convolucionales para el tratamiento de imágenes o redes recurrentes para el análisis de texto. En la charla nos centraremos en esta última afrontando el problema de traducción de texto a texto (many-to-many en modelos secuenciales). El problema es de aprendizaje supervisado, donde se utilizará redes neuronales recurrentes (RNN) con memoria y atención (Neural Machine Translation). Tradicionalmente en sistemas de traducción, ha sido necesaria la creación de variables sofisticadas.

Utilizando NMT, mapeamos el significado de una frase en una representación vectorial y generamos la traducción a partir ella. Los sistemas de NMT son mucho más fáciles de construir y entrenar. De hecho, se puede implementar con Keras y Tensorflow backend con pocas líneas de código. En la charla se mostrará un ejemplo de implementación, aplicando redes neuronales LSMT (Long short-term memory) para traducción de fechas sin un formato definido.","Data Scientist en Kernel Analytics, consultora especializada en el desarrollo de modelos predictivos. Mis conocimientos en Deep Learning se basan en leer artículos, experimentar de manera autodidacta y hacer cursos online (entre ellos, realizada la especialidad en Deep Learning de Andrew Ng). Titulado en el grado de Ingeniería Matemática por la Universidad Complutense de Madrid, apasionado por los modelos matemáticos, realice el proyecto de fin de grado sobre el análisis de modelos de aprendizaje supervisado. Suelo asistir a los eventos asociados al Data Science. Aprovecharía al máximo la oportunidad.",Intermediate,accepted,"[""python"", ""keras"", ""RNN"", ""deeplearning"", ""NLP"", ""NMT""]",ml,es,Ebury,07/10/2018,12:00,12:25,
Jose Manuel Ortega,https://secure.gravatar.com/avatar/7c4b1ae16723b56facc7a8a8f95aa6ce?s=500,"My career has been focused from the beginning to specialize in application security. My strengths live on at the technical level by the type of training that I have received in recent years and the projects where I have worked. In recent years Im interesting in mobile applications development, especially on android platform and integrating with other languages like scala or python. At this moment I am working as business logic developer and my functions in the project are analysis, coding and testing.With the help of software architecture developer, also performance roles in the presentation and backend layer.",jmortegac,https://about.me/jmortegac,Testing python security,"Python is a language that in a easy way allows to scale up from starter projects to complex applications for data processing and serving dynamic web pages. But as you increase complexity in your applications, it can be easy to introduce potential problems and vulnerabilities.","In this talk, I will highlight the biggest problems we can find in python functions, how to use then in a secure way and tools and services that help you identify vulnerabilities in the python source code.

These could be the main talking points:

- Introduction to secure programming in python.
- Introduce dangerous functions for code inyection and how we can solve this issues from a security point of view.
- Common attack vectors on Python applications like Remote Command Execution and SQL injection.
- Best practices for avoid execution of malicious commands.
- Tools that help us to protect and obfuscate our source code.",,Intermediate,accepted,"[""Python"", ""security"", ""development""]",testing,en,Málaga,07/10/2018,10:00,10:25,
Rafa Haro,https://secure.gravatar.com/avatar/34e2cf93461a9b0cd1665cef09cd37bf?s=500,"I have a graduate degree in Computer Science Engineering from the University of Seville and a MSc in Linguistic Technologies and Data Mining from UNED. Ever since I started out to work, I have been always very interested not only in Software Engineering and Development, but also in applied research. I consider myself an enthusiast of anything related to Semantic Technologies, Machine Learning, Natural Language Processing, Text Mining and Heterogeneous Data Sources Integration. Currently, my research is focused on Named Entities Disambiguation against Semantic Knowledge Bases like DBpedia or Wikipedia.

As Software Engineer, I have been always working in highly innovative environments, both as a developer and as a researcher. To date, my work has been mainly related to Semantic Technologies, NLP and Machine Learning for Automatic Document Processing, gaining experience with many tools like Lucene, Solr, GATE, OpenNLP, Apache Mahout, WEKA, Scikit-learn, NLTK,  Elastic Search, Spark, Hadoop and many others. I am also an Apache Software Foundation committer and PMC member, currently contributing to Apache Stanbol and Apache ManifoldCF.

Last years I have been focused on applied techniques from these fields to the Document Management World.

Specialties: Natural Language Processing, Recommendation Systems, Information Retrieval, Text Analysis, Opinion Mining, Machine Learning, Big Data, Semantic Technologies",rafa_haro,https://www.linkedin.com/in/rafaelharo/,Y hoy...¿Qué vemos?. Analizando Reviews de Películas con Python,"Si eres usuario recurrente de cualquier servicio de Streaming multimedia y estás cansado de navegar por los títulos sin tener ni idea de que van y si te podrán gustar,no te preocupes por que en esta charla veremos como python nos puede ayudar a caracterizar películas mediante análisis de texto","Cualquier usuario concurrente de servicios de Streaming multimedia termina por hacerse la misma pregunta: y hoy...¿qué vemos?. Más allá de los avanzados sistemas de recomendación adaptados a los perfiles de cada usuario que estos servicios suelen integrar, se ofrece escasa información al usuario acerca de la temática de los títulos, su acogida por el público, en que destacan, etcétera. En la mayoría de los casos, principalmente para títulos menos conocidos, los usuarios terminan por dedicar bastante tiempo a leer críticas en distintos portales especializados para decidir si es una película interesante o no.

En esta charla podremos ver como, haciendo uso de herramientas de Procesamiento de Lenguaje Natural, modelado de tópicos y Análisis de Sentimiento en python es posible programar un Profiler sencillo de películas y series mediante el análisis de críticas textuales procedentes de sitios como IMDB o Film Affinity. El objetivo del análisis es encontrar, de forma automática, los principales tópicos o temáticas relacionadas con cada título y como se posiciona la crítica sobre cada uno de ellos. De esta forma, los amantes de un género o temática concreto pueden filtrar más fácilmente lo que les gustaría ver en cada momento.","A nivel técnico, la charla se centrará por un lado en el uso de herramientas de PLN en python para preprocesar el texto de las críticas, filtrando todo lo innecesario y construyendo modelos de representación adecuados para ser usados por el profiler. Posteriormente, nos centraremos en el uso de la librería gensim para generar Modelos de Tópicos como LDA y modelos de word embedding como Word2Vec que nos permitan capturar conjuntos de palabras relacionadas a nivel semántico que puedan describir grupos similares de críticas, lo que permitirá agrupar títulos similares. Por último, veremos distintas herramientas de análisis de sentimiento en python para poder valorar las críticas con respecto a cada una de las temáticas",Beginner,accepted,"[""Natural Language Processing"", ""Topic Modeling"", ""gensim"", ""Recommendation systems""]",ml,es,Ebury,06/10/2018,11:00,11:25,
Maribel Tirados Gómez,https://secure.gravatar.com/avatar/9e15517fa2e4eafeb35318116a477710?s=500,"Un compañero del curro siempre me dice que me creo ""marketiniana"" pero que en realidad soy developer... Y supongo que tiene razón :) Soy Ingeniera Informática con conocimientos en Perl y Python y, aunque mi incorporación al mundo laboral fue como desarrolladora, hace unos años me pasé al mundo de la analítica de datos y el marketing. Tengo la suerte de poder seguir programando puntualmente en mi trabajo y, por supuesto, lo hago siempre en Python <3",soymaribel_,https://www.linkedin.com/in/isabeltiradosgomez/,"Flask, un pequeño gran héroe",Flask es un framework maravillosamente simple que nos proporciona lo mínimo necesario para poder montar una aplicación en apenas unos minutos.  Me ha salvado la vida más de una vez y me gustaría contar mi experiencia y lo fácil que es utilizarlo para hacer verdaderas chuladas :),"La primera vez que me encontré con un tutorial de Flask y descubrí lo fácil, mágico e intuitivo que era, pensé: ""Pero... ¿La gente sabe lo que mola ésto?"" No me dedico profesionalmente al desarrollo (aunque en mi trabajo a veces tengo la suerte de poder programar) y para mí fue una gran sorpresa ver que hay alternativas a Django tan sumamente sencillas y al alcance de todos.

Flask que es un microframework para crear aplicaciones web en un abrir y cerrar de ojos. Con poquísimas líneas de código, y sin necesidad de ser un experto en Python, podemos montar nuestra propia aplicación de una manera fácil y sencilla. ¡Tan solo hace falta tener ganas!

En esta charla me gusta compartir con vosotros mi experiencia con Flask y que desarrollemos juntos una mini aplicación.  Sobre todo, me gustaría transmitir que no hace falta ser un experto para adentrarse en el mundo de la programación y conseguir hacer cosas muy chulas :)
","Para asistir a esta charla sólo se necesita amor por Python, poco más ;) ",Beginner,accepted,"[""framework"", ""flask""]",web,es,PSF,06/10/2018,13:00,13:25,
Sara Iris García Avila,https://secure.gravatar.com/avatar/da7607390ad88d1592247079d2381321?s=500,"Sara is a seasoned software engineer and the Co-Founder of Gradient.gt, a data science and machine learning consulting company based in Guatemala, where she works crafting web applications and solutions to companies in need. When she is not coding, she spends her free time baking sweet treats and watching Rick and Morty.",montjoile,http://www.gradient.gt,Diseñando APIs en instantes usando Flask,Conoce Flask y cómo crear hermosas API REST en muy poco tiempo. Enamórate de Flask y aprende las mejores prácticas para construir APIs rápidamente.,"Flask es un micro-framework liviano para Python. Su simplicidad y elasticidad lo convierten en la mejor opción para crear APIs en poco tiempo. En mi charla, cubriré los conceptos básicos de Flask y Requests.

Mostraré las herramientas que pueden automatizar las tareas más comunes en el desarrollo de APIs y compartiré los patrones de diseño para evitar errores comunes.

Algunas de las herramientas y temas específicos que cubriré: Flask-Restplus, SQLAlchemy, ciclo de vida de los requests, patrones de diseño de APIs REST + CRUD, arquitectura Flask.",,Beginner,accepted,"[""flask"", ""python"", ""api""]",web,es,PSF,06/10/2018,12:00,12:25,
Mar Bartolomé,https://secure.gravatar.com/avatar/387edf48a203b34d8f53cf26d57b7123?s=500,"I'm a software engineer who's been in the industry for almost 10 years now, mostly doing Python development for startups in Málaga and London. I'm an enthusiastic hacker and maker, and a big advocate for open source. I constantly share projects, experiments and personal views over at my blog and podcast on coconauts.net. Aside from technology, I really enjoy music, games and chocolate palmiers.",marbu,http://coconauts.net,Microservices: the small print,Thinking about adopting microservices? Make sure you're aware of the small print first!,"Microservices get a lot of sales talk, which leads many teams to adopt them eagerly. However, people are not always aware that they come at a price.

In this talk we'll compare two implementations for some features over a web application backend: one over a traditional Django app, and another one over a simple microservices architecture. We'll learn the basics about microservices with some real-life scenarios, and see the implications the microservices approach has over the development experience and the overall resulting system. ","The perfect audience for this talk is people with little or no experience with microservices, but that are curious about them, and may even be considering using them for a real project. Some familiarity with common backend web development concepts will be required, such as web frameworks, databases or http APIs.

After working with microservices at two different companies over the last 4 years, I'd like to share my experiences with them, and give an alternative point of view that is not solely based on hype.

I've given this talk previously (in spanish) at the Hackers Week and Women Techmakers events in Málaga this year, with good reception. I'd love to make it a bit more international this time, and hopefully reach a bigger audience.
",Intermediate,accepted,"[""microservices"", ""django"", ""backend"", ""architecture""]",mc,en,PSF,07/10/2018,10:00,10:25,
Federico Mon,https://secure.gravatar.com/avatar/75ce7fd0b93f1f1f8379179198323a94?s=500,"Apasionado por el software libre, trabajo en el departamento de ingeniería de ticketea (ahora Eventbrite) desde hace 3 años",gnufede,,¿Por qué y para qué usar Wagtail?,"Wagtail es un CMS basado en Django, ¿por qué lo podría
necesitar tu empresa, si el negocio no tiene nada que ver con un blog?

Veremos qué hace a Wagtail lo suficientemente atractivo como para que una plataforma de venta de entradas como
ticketea basara su web principal en esta tecnología.","Wagtail es un ""Content Management System"" basado en Django, ¿por qué lo podría
necesitar tu empresa, si el negocio no tiene nada que ver con un blog?

En esta charla veremos las características que tiene Wagtail que lo hacen
suficientemente atractivo como para que una plataforma de venta de entradas como
ticketea basara su web principal en esta tecnología.

Partiendo de las razones de arquitectura, también veremos detalles
técnicos, desde un enfoque práctico, orientado a la escalabilidad y a la
sencillez.",En ticketea llevamos 3 años basando nuestra web principal en Wagtail y estamos muy contentos con el resultado,All,accepted,"[""Python"", ""Web"", ""CMS"", ""Wagtail"", ""Scalability""]",web,es,PSF,06/10/2018,10:30,10:55,
Fernando Rabanal,https://secure.gravatar.com/avatar/f8c60c237589bece46ca59cd0cc10369?s=500,"Data Scientist by day, Python enthusiast day and night! Just came to know the language a few years ago, but love the possibilities and events around it!
Always trying to learn new things about Data Science and Python, always looking for the next line of code.

Let's look for a better world, altogether!",,,Build your static site with Python,"Flask is good, Django is great! But sometimes, we just need a simple way to build a static webpage to shout out our story, and we <3 Python (yes, we do). Be prepared to see simple bits of code, and get your own site with little HTML involved. Let's check different options, and get our own website!","### Do you want to build your own static web page with some simple code?
---------

In this **talk** we will review different Python modules to *build your own static site* with simple bits of code and a bit of reStructuredText and Markdown. Bring your own story, and we will help you shout it out in a matter of minutes!

Check Pelican for speed and secure static blog generation, or MKDocs for the best documentation site ever! Mix a bit of Python, a bit of reStructuredText or Markdown, and make it happen. Magic! Your site in minutes!","Nowadays, complex web sites, API generators and a world of full dynamic sites completely surrounds the Python enthusiast. But it does not have to be like this. Some developers need a simple way to generate a static web page to tell their story. Static sites are fast. They are more secure. **And they are cheaper to deploy and maintain!**

There are some options to build static webs in Python, being Pelican and MKDocs the most widely known and acclaimed. These libraries have changed the way people build and deploy web pages in Python. Maybe some people will find the library they need here.",Beginner,accepted,"[""python"", ""static site"", ""developer"", ""pelican"", ""mkdocs""]",web,en,PSF,06/10/2018,11:00,11:25,
Marta Rivera Alba,https://secure.gravatar.com/avatar/bf7cd2c3f0787e2ecf85dbe697fb4b6c?s=500,"Marta Rivera Alba has been always interested in understanding the underlying mathematical basis of dynamical processes. During her career she has had the privilege to focus on the discovery and understanding of the mathematical rules of nature. She studied Physics at the Universidad Autónoma at Madrid and a Masters and PhD in Biophysics based in both Spain and USA. During her PhD she developed mathematical models to test the optimality of the visual system of fruit flies. As a postdoctoral researcher she worked in Spain, Portugal and USA on animal behaviour using mathematical modelling, machine learning and computer vision. Since 2016 she develops algorithms and mathematical models based on machine learning to unravel the dynamical patterns of stock indexes.",MartaRiveraAlba,https://www.linkedin.com/in/marta-rivera-alba-781659106/,"Python, Pandas and other animals to survive in the data jungle.","My talk is for those who love and use (or want to use) Python as a tool for data exploration, pattern discovery and modelling (Science for short). I will show how I combine different libraries (Pandas, Sklearn, Matplotlib or Keras) in my daily job as a Senior Data Scientist in the Finance business.","Like investors, animals make their best bets based on current conditions and their own knowledge. They dynamically combine information sources to reduce risk and maximize profits. Thanks to the most recent improvements on artificial intelligence tools, massive amounts of data can be now analysed to adapt ourselves to the future behaviour of animals, the climate, shoppers or the financial market. These current developments allow us to train computers using Python, Pandas and other pets to mimic animal survival techniques and to make the best of our investing strategies.

Compiling the right set of tools is crucial for successful data scientists. My Swiss knife to survive in the wild financial market has: Python, Pandas, Matplotlib, Sklearn and a bit of Keras. In this talk I will show you some tips and tricks to become a more complete data scientist with my favourite animals.
",Although this talk is meant to be way more technical and Python-oriented this is an example of one of my talks: https://www.youtube.com/watch?v=iWSBrrp3Pl8,Intermediate,accepted,"[""Data Science"", ""Sklearn"", ""Pandas"", ""Finance""]",ml,en,Ebury,07/10/2018,14:30,14:55,
Salvador de la Puente González,https://secure.gravatar.com/avatar/284a643007ef8adc480a171b0a663e86?s=500,"Software developer and open-web advocate, I love programming languages, cinema, music, video-games and beer. Currently working at IBM Research and former researcher in natural-language interactions and compilers for Universidad Complutense de Madrid and EPFL respectively. Also worked at Telefonica I+D in Firefox OS, proud ex-mozillian, longtime Python-lover and new Rust practitioner.",salvadelapuente,http://salvadelapuente.com,Everything is a (Python) module,"Python is not the one-size-fits-all programming language for every occasion. Consider an XML or a JSON configuration file, or even a binary format for a picture such as JPG. Wouldn't be wonderful if we could merely import those formats as Python modules? Well, it's possible, and I'll show you how.","Imagine importing a JSON file into Python as a module. Yes, I'm talking about having a `config.json` file and importing it with `import config`. Or even more, how about accessing JPG metadata with `import gps_coordinates from album.IMG00001`? The highly dynamic nature of Python, in addition to the right combination of magic methods and a pinch of monkey-patching, allow us to customise the import machinery up to the point of enabling these and other interesting use cases.","I consider myself a longterm Python practitioner and I've talked at previous PyConEs about internals, magic methods, import machinery, parsing and alike. This talk is a continuation and a practical application of what I explained at those. You can check a working proof-of-concept application of what the talk will be about in the [CRC repository](https://github.com/delapuente/crc#importing-circuits). The talk focuses on how to do it with a final showcase of practical applications.",All,accepted,"[""integration"", ""dsl"", ""import"", ""magic"", ""json""]",core,en,PSF,07/10/2018,12:30,12:55,
Gloria Passarello,https://secure.gravatar.com/avatar/830b4159e6851e9663fb62300f5652d7?s=500,"Gloria is an environmental engineer with the passion for nature and space. She is currently working as Data Scientist and remote sensing expert at Randbee Consultants: a consultancy company with expert knowledge on earth observation data and analysis, web visualization tools, modelling and capacity development.  She loves samurai, The Foo Fighters , animals, watching science fiction movies and the earth from space. She made her master degree thesis using radar satellite images and she learned Python because she believes is the best language to work with spatial & satellite data. She is curious by nature and she believes data and numbers can tell us astonishing stories. ",Sakura_Glori,https://randbee.com,The Python Space adventure,This is a talk about love for Python & satellites. You’ll figure out why Python is the best language for analyzing and visualizing data coming from satellites.But...what type of data?Ultraviolet radiation and atmospheric pollution with a spatial and temporal resolution that we have never seen before,"Do you you remember the last time you took a sunburn? Have you ever wonder why this happen? It’s UV’s fault: Ultraviolet Rays.
But what are they exactly? How can we obtain this information?

With this talk we will explore a new type of data obtained with Sentinel 5P Satellite, https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-5p . We will talk about the most ambitious earth observation programme in the world: Copernicus. We will see how  Python can easily handle the entire workflow: from downloading to processing and finally visualization.

We will explore a spatial dataset about ultraviolet radiation and the main pollutants on the air we breathe: NO, NO2, O3, PM 10, PM2.5…

With a live demo in pure Python we will see how to visualize the spatial data using Jupyter and numpy, matplotlib and pygrib modules.

An example of the code could be found here:
[https://github.com/Randbee/Copernicus_UV_data](https://github.com/Randbee/Copernicus_UV_data)","For the talk, internet connection and a projector should be present. The live could run on my pc where all the modules used to execute the code are already installed. I studied environmental engineer and I have a strong background on remote sensing. I am a data scientist working with GIS and Earth Observation data for Randbee Consultants, mainly using  Python but also RStudio, SQL, PostGIS and Bash Shell. With this talk,  I also  would like to share with all my knowledge about processing satellite data using python and the possibility to access to free data and services thanks to the Copernicus programme (http://copernicus.eu/). ",All,accepted,"[""Python""]",science,en,PSF,07/10/2018,15:00,15:25,
Esteban Dorado Roldan,https://secure.gravatar.com/avatar/a17a479147f2eb44dbc817ffb53a7766?s=500,"Ingeniero informático y un early adopter de las nuevas tecnologías, actualmente trabaja en BEEVA como Software Engineer en el área de Iaas & Open Systems del BBVA. Colaborador en el GDG Spain participando activamente en varios GDGs (Google Developers Groups)
Urls:
* https://devfest.gdggranada.com/speakers/2/
* https://www.linkedin.com/in/doradoroldanesteban/
* https://github.com/mresti
* https://twitter.com/@Mr_Esti
* https://t3chfest.uc3m.es/2018/programa/crea-una-api-rest-con-go/",Mr_Esti,,"Python & gRPC, el conquistador de microservicios","Si escuchas nuestra charla podrás conquistar los microservicios utilizando nuevas tecnologías sin necesidad de conocimientos previos. Aprenderás cómo partir de cero para crear arquitecturas multiplataforma, multilenguaje y de alto desempeño.","Empezar de cero con microservicios puede ser un reto. ¿que escribimos primero? ¿Qué lenguaje de programación utilizamos? ¿Cuál protocolo utilizamos? Las nuevas tecnologías open source para el stack de APIs son HTTP/2, Protocol buffers y gRPC.

En esta charla aprenderás a conquistar los microservicios utilizando gRPC y Python sobre HTTP/2 haciendo uso de protocol buffers y a la vez asegurando que lo que desarrollas es mantenible, escalable y fácil de implantar en distintas arquitecturas y plataformas. Además, serviremos simultáneamente nuestras API en formato JSON/REST sobre HTTP/1.1.
","Esta charla la daríamos:

Esteban Dorado:
Ingeniero informático y un early adopter de las nuevas tecnologías, actualmente trabaja en BEEVA como Software Engineer en el área de Iaas & Open Systems del BBVA. Colaborador en el GDG Spain participando activamente en varios GDGs (Google Developers Groups)
Urls:
* https://devfest.gdggranada.com/speakers/2/
* https://www.linkedin.com/in/doradoroldanesteban/
* https://github.com/mresti
* https://twitter.com/@Mr_Esti
* https://t3chfest.uc3m.es/2018/programa/crea-una-api-rest-con-go/

Ricardo Vegas:
Ingeniero informático con Master en Ingeniería Web. Evangelista de buenas prácticas en el desarrollo de microservicios. Experto en sistemas de alta disponibilidad y tolerantes a fallos. Actualmente trabaja como Arquitecto de Software en el área de IaaS & Open Systems del BBVA. Profesor de Master Class de Bases de Datos para bootcamps de microservicios, ingeniería web y big data de Keepcoding.
Urls:
* https://twitter.com/ricardovegas
* https://github.com/rvegas
* https://www.linkedin.com/in/ricardovegas/en

",All,accepted,"[""Python"", ""gRPC"", ""protos"", ""microservicios""]",mc,es,PSF,07/10/2018,9:30,9:55,
María Medina,https://secure.gravatar.com/avatar/73c0ce6030ecbea159ef2476cc453c84?s=500,"María Medina trabaja como Data Scientist en PiperLab y co-organiza la comunidad PyLadies Madrid. Estudió informática y matemáticas y encontró la combinación perfecta de ambos campos en el mundo de los datos, en el que se especializó con un Master en Data Science y Big Data.
Sus intereses principales son el transporte sostenible y la calidad del aire, pero le encanta explorar datos de cualquier tipo. Sus herramientas preferidas para hacer esto son Python y R.",mariamedp,https://www.linkedin.com/in/mariamedp/,Prediciendo la contaminación del aire en Madrid: el proceso,"Los altos niveles de contaminación en Madrid provocan restricciones de tráfico, que se suelen avisar de un día para otro. Para solventar esto hemos construido un modelo de predicción de contaminación usando Python y de forma iterativa, adaptando la metodología ágil a los procesos de data science.","Hace tres años se aprobó en la ciudad de Madrid un Protocolo para Episodios de Alta Contaminación por Dióxido de Nitrógeno (NO2). Desde entonces, cuando los niveles de este contaminante en Madrid suben por encima de lo que la OMS considera aceptable, se activan una serie de restricciones de tráfico con el objetivo de reducir estos niveles de contaminación. El punto crítico del protocolo está en que estas restricciones se activan de un día para otro, lo que supone un problema de planificación que afecta a ciudadanía, administración y actividades económicas.

Por este motivo, quisimos ver si resultaba viable construir modelos para predecir la contaminación de las ciudades en general, y de Madrid en particular. La charla presenta todo el proceso seguido, usando Python como herramienta,  desde la obtención de los datos abiertos, pasando por la selección de las variables óptimas y finalmente la creación de los modelos, todo ello de forma iterativa, adaptando la metodología ágil a los procesos de data science.
","Es una charla divulgativa, y por tanto el foco principal está en el proceso, los descubrimientos y las decisiones que se fueron tomando. Se van detallando las librerías, funciones, ... en Python con las que se realiza cada uno de los pasos, aunque sin detenerse en explicar líneas enteras de código.",All,accepted,"[""Python"", ""open data"", ""data science""]",ml,es,Ebury,06/10/2018,17:00,17:25,
Xavier Gil Estarellas,https://secure.gravatar.com/avatar/7019957a489706099d58ea43a3dd6955?s=500,"Soy Xavier Gil Estarellas, CTO de txerpa.com, soy Ingeniero de telecomunicaciones y MBA. Desde 2004 trabajo como desarrollador software, en 2005 cree una pequeña empresa Okkum, tecnologies de gestió que hasta 2010 nos dedicamos a hacer desarrollo a medida de proyectos web complejos, nuestros principales proyectos fueron un ERP para empresas de alquiler de coches,  un proyecto de sensorización, tratamiento y consulta de datos meteorológicos para la detección de meteotsunamis en el puerto de Ciudadela (en Menorca) y un proyecto de gestión de SMS para entidades locales de Mallorca.
En 2011, junto a la empresa de mi familia, Gil Estarellas Asesoría Fiscal, Laboral y Contable, iniciamos txerpa.com un ERP online en sus inicios, basado en OpenERP, pero que ha ido evolucionando hacia una app de facturación y gestión de impuestos para autónomos y pymes, con tecnología propia.",xgilest,http://www.txerpa.com,"Multitenant, el infierno de las migraciones.","Para un proyecto SaaS solucionar correctamente la existencia de multiples clientes asegurando un nivel de aislamiento adecuado es primordial, pero ¿cómo gestionamos las migraciones de bases de datos en este entorno? Django tenants schemas es una gran solución, su talón de Aquiles: las migraciones.","En txerpa.com llevamos alrededor de 4 años usando django tenants schemas para ofrecer un producto multitenant. Hace algo menos de dos años nos encontramos con un problema grave, las migraciones tardaban mucho más de lo que era aceptable para nosotros, estábamos afrontando un cambio importante en la estructura de datos y teníamos más de 3000 schemas en los que aplicar los cambios.

Entonces decidimos aportar nuestro granito de arena al proyecto y adaptamos la gestión de migraciones para que se pueda hacerse en paralelo. Este cambio nos permitió reducir el tiempo de las migraciones a menos de una tercera parte. No obstante el procesos sigue siendo demasiado lento para ciertas migraciones y sobretodo obliga a parar el servicio entero mientras se están realizando y en estos momentos estamos desarrollando una nueva mejora para la gestión de las migraciones, que permita usar celery en lugar de hilos, permitiendo un mayor nivel de concurrencia y mayor control a la hora de realizar migraciones.

Mi propuesta es hablar de como gestionar el proceso de migraciones cuando tenemos que trabajar con miles de esquemas en Django tenant esquemas, a partir de nuestra experiencia y de las soluciones que hemos implantado.",,Intermediate,accepted,"[""multitenancy""]",web,es,PSF,06/10/2018,15:00,15:25,
Cristina Luna,https://secure.gravatar.com/avatar/743735d6f25a11803efe0ce94fea23ba?s=500,"Cristina Luna
Investigadora espacial en Aistech Space, astrónoma en Soy Astrónoma.
Me gustan las ciencias, los deportes, la música, la poesía, la literatura, la pintura y las croquetas.",spacecluna,http://www.soyastronoma.com,Python Espacial,"¡Hasta el infinito y más allá! ¿Quieres saber qué usos espaciales tiene Python? ¡Esta es tu charla! Desde el cálculo de órbitas y trayectorias, al análisis de datos geospaciales y astronómicos, pasando por el software de vuelo de una nave.","¡Hasta el infinito y más allá! ¿Quieres saber qué usos espaciales tiene Python? ¡Esta es tu charla! Desde el cálculo de órbitas y trayectorias, al análisis de datos geospaciales y astronómicos, pasando por el software de vuelo de una nave.

En la charla expondré y explicaré cómo calcular órbitas y trayectorias, cómo analizar datos, cómo funciona un satélite y cómo se puede intervenir en los procesos utilizando python. Además, podremos analizar los datos de alguna misión como GAIA, así como aportando ejemplos.","Requerimientos técnicos: un proyector y público :)


Cristina Luna
Investigadora Espacial en AISTECH SPACE. Astrónoma en Soy Astrónoma.
",All,accepted,[],science,es,Málaga,07/10/2018,15:30,15:55,
